recipe_id,co2e_kg,n_ingr,n_sr,n_exact,n_gen,usda_pct,exact_mass_pct,generic_pct
RCP01671,12.17587,8,4,1,3,50.0,12.5,37.5
RCP01672,5.151612999999999,17,6,3,8,35.3,17.6,47.1
RCP01673,6.0602019999999985,17,8,5,4,47.1,29.4,23.5
RCP01674,5.634875000000001,5,3,1,1,60.0,20.0,20.0
RCP01675,5.6921,13,8,1,4,61.5,7.7,30.8
RCP01676,6.08411,9,6,1,2,66.7,11.1,22.2
RCP01677,1.9666649999999999,11,5,4,2,45.5,36.4,18.2
RCP01678,3.88065,6,2,2,2,33.3,33.3,33.3
RCP01679,32.334399999999995,8,4,3,1,50.0,37.5,12.5
RCP01680,23.869694999999993,13,7,2,4,53.8,15.4,30.8
RCP01681,34.485549999999996,13,7,2,4,53.8,15.4,30.8
RCP01682,21.600490000000004,14,10,1,3,71.4,7.1,21.4
RCP01683,20.402060000000002,17,11,1,5,64.7,5.9,29.4
RCP01684,11.2455775,13,5,1,7,38.5,7.7,53.8
RCP01685,14.612649999999999,6,4,1,1,66.7,16.7,16.7
RCP01686,17.450825000000002,6,3,2,1,50.0,33.3,16.7
RCP01687,14.519339999999998,13,7,3,3,53.8,23.1,23.1
RCP01688,20.42481,5,3,1,1,60.0,20.0,20.0
RCP01689,33.198100000000004,5,2,2,1,40.0,40.0,20.0
RCP01690,6.7208,5,3,1,1,60.0,20.0,20.0
RCP01691,28.51614,14,6,5,3,42.9,35.7,21.4
RCP01692,23.978733,11,4,2,5,36.4,18.2,45.5
RCP01693,3.3734689999999996,13,9,1,3,69.2,7.7,23.1
RCP01694,2.21908,8,5,1,2,62.5,12.5,25.0
RCP01695,23.404220000000002,13,9,2,2,69.2,15.4,15.4
RCP01696,3.471845,13,7,2,4,53.8,15.4,30.8
RCP01697,32.545739999999995,5,3,1,1,60.0,20.0,20.0
RCP01698,2.6516149999999996,11,7,1,3,63.6,9.1,27.3
RCP01699,0.77864,6,3,1,2,50.0,16.7,33.3
RCP01700,10.419740000000001,18,11,1,6,61.1,5.6,33.3
RCP01701,9.94086,19,12,3,4,63.2,15.8,21.1
RCP01702,6.876545,9,5,1,3,55.6,11.1,33.3
RCP01703,1.42836,6,2,3,1,33.3,50.0,16.7
RCP01704,53.775471,7,4,1,2,57.1,14.3,28.6
RCP01705,2.45028,8,4,1,3,50.0,12.5,37.5
RCP01706,5.95585,9,2,5,2,22.2,55.6,22.2
RCP01707,19.500265,11,4,5,2,36.4,45.5,18.2
RCP01708,1.08968,7,5,1,1,71.4,14.3,14.3
RCP01709,6.503850000000001,9,5,3,1,55.6,33.3,11.1
RCP01710,31.8303,9,3,1,5,33.3,11.1,55.6
RCP01711,4.375790000000001,13,8,1,4,61.5,7.7,30.8
RCP01712,55.61565,12,4,3,5,33.3,25.0,41.7
RCP01713,25.04149,11,5,2,4,45.5,18.2,36.4
RCP01714,1.5698400000000001,6,4,1,1,66.7,16.7,16.7
RCP01715,0.73126,8,6,1,1,75.0,12.5,12.5
RCP01716,52.66255699999999,8,3,1,4,37.5,12.5,50.0
RCP01717,5.28793,10,5,2,3,50.0,20.0,30.0
RCP01718,29.75712,11,7,2,2,63.6,18.2,18.2
RCP01719,28.7386775,10,6,1,3,60.0,10.0,30.0
RCP01720,18.098933499999998,9,3,3,3,33.3,33.3,33.3
RCP01721,31.194184999999997,13,6,2,5,46.2,15.4,38.5
RCP01722,5.095560000000001,18,12,1,5,66.7,5.6,27.8
RCP01723,19.791188,13,4,4,5,30.8,30.8,38.5
RCP01724,25.566215,14,8,3,3,57.1,21.4,21.4
RCP01725,2.848485,12,8,1,3,66.7,8.3,25.0
RCP01726,11.343895,14,11,2,1,78.6,14.3,7.1
RCP01727,3.08904,7,3,2,2,42.9,28.6,28.6
RCP01728,2.79318,9,5,1,3,55.6,11.1,33.3
RCP01729,23.991194500000002,16,9,2,5,56.2,12.5,31.2
RCP01730,2.719405,12,9,2,1,75.0,16.7,8.3
RCP01731,9.073075500000002,8,3,1,4,37.5,12.5,50.0
RCP01732,16.70488,9,5,1,3,55.6,11.1,33.3
RCP01733,19.01952,8,5,1,2,62.5,12.5,25.0
RCP01734,5.360415000000001,8,4,1,3,50.0,12.5,37.5
RCP01735,21.427755000000005,14,7,2,5,50.0,14.3,35.7
RCP01736,24.0814605,15,7,1,7,46.7,6.7,46.7
RCP01737,5.46117,9,4,1,4,44.4,11.1,44.4
RCP01738,32.14947599999999,14,7,3,4,50.0,21.4,28.6
RCP01739,5.34587,8,5,2,1,62.5,25.0,12.5
RCP01740,27.726389,17,8,4,5,47.1,23.5,29.4
RCP01741,6.112539999999999,10,3,1,6,30.0,10.0,60.0
RCP01742,3.6994550000000004,7,3,1,3,42.9,14.3,42.9
RCP01743,22.941921,13,6,1,6,46.2,7.7,46.2
RCP01744,3.3664500000000004,5,3,1,1,60.0,20.0,20.0
RCP01745,8.602500000000001,9,6,1,2,66.7,11.1,22.2
RCP01746,10.88743,13,7,4,2,53.8,30.8,15.4
RCP01747,38.2026,5,3,1,1,60.0,20.0,20.0
RCP01748,9.930447999999998,13,6,2,5,46.2,15.4,38.5
RCP01749,2.8147699999999998,7,3,2,2,42.9,28.6,28.6
RCP01750,20.14005,7,3,2,2,42.9,28.6,28.6
RCP01751,5.7489099999999995,9,6,2,1,66.7,22.2,11.1
RCP01752,0.9209999999999999,6,3,1,2,50.0,16.7,33.3
RCP01753,16.96827,6,4,1,1,66.7,16.7,16.7
RCP01754,9.150537,8,3,3,2,37.5,37.5,25.0
RCP01755,4.84784,19,11,4,4,57.9,21.1,21.1
RCP01756,13.470830000000001,17,6,3,8,35.3,17.6,47.1
RCP01757,4.002,13,10,1,2,76.9,7.7,15.4
RCP01758,12.316370000000001,9,5,1,3,55.6,11.1,33.3
RCP01759,4.29526,9,5,1,3,55.6,11.1,33.3
RCP01760,9.451755,9,3,2,4,33.3,22.2,44.4
RCP01761,4.808940000000001,8,4,2,2,50.0,25.0,25.0
RCP01762,1.6170300000000002,14,10,2,2,71.4,14.3,14.3
RCP01763,14.300719999999998,6,3,1,2,50.0,16.7,33.3
RCP01764,5.344355000000001,13,10,1,2,76.9,7.7,15.4
RCP01765,3.59546,16,10,2,4,62.5,12.5,25.0
RCP01766,2.7545399999999995,8,4,2,2,50.0,25.0,25.0
RCP01767,1.58032,6,4,1,1,66.7,16.7,16.7
RCP01768,2.436439,8,5,1,2,62.5,12.5,25.0
RCP01769,2.490185,11,8,2,1,72.7,18.2,9.1
RCP01770,7.81234,14,7,1,6,50.0,7.1,42.9
RCP01771,5.151091999999999,10,4,2,4,40.0,20.0,40.0
RCP01772,9.120575,13,7,2,4,53.8,15.4,30.8
RCP01773,19.2481,5,3,1,1,60.0,20.0,20.0
RCP01774,2.8871999999999995,12,4,4,4,33.3,33.3,33.3
RCP01775,11.826881499999999,10,5,1,4,50.0,10.0,40.0
RCP01776,2.3036999999999996,9,3,2,4,33.3,22.2,44.4
RCP01777,4.9053125,10,6,2,2,60.0,20.0,20.0
RCP01778,16.36264,9,5,2,2,55.6,22.2,22.2
RCP01779,0.45996000000000004,6,4,1,1,66.7,16.7,16.7
RCP01780,4.74405,5,2,1,2,40.0,20.0,40.0
RCP01781,6.622645000000001,9,5,2,2,55.6,22.2,22.2
RCP01782,9.479965,17,10,2,5,58.8,11.8,29.4
RCP01783,1.555056,8,3,2,3,37.5,25.0,37.5
RCP01784,9.43887,9,6,1,2,66.7,11.1,22.2
RCP01785,3.190489999999999,11,7,2,2,63.6,18.2,18.2
RCP01786,8.71175,5,3,1,1,60.0,20.0,20.0
RCP01787,29.968510000000002,13,7,2,4,53.8,15.4,30.8
RCP01788,3.126515,8,5,2,1,62.5,25.0,12.5
RCP01789,4.7297400000000005,9,5,2,2,55.6,22.2,22.2
RCP01790,0.65063,6,4,1,1,66.7,16.7,16.7
RCP01791,8.484803,14,7,4,3,50.0,28.6,21.4
RCP01792,6.202465,9,6,1,2,66.7,11.1,22.2
RCP01793,22.2861,7,4,1,2,57.1,14.3,28.6
RCP01794,16.30526,9,5,2,2,55.6,22.2,22.2
RCP01795,6.60041,10,5,3,2,50.0,30.0,20.0
RCP01796,8.260470000000002,8,4,1,3,50.0,12.5,37.5
RCP01797,1.2070499999999997,6,4,1,1,66.7,16.7,16.7
RCP01798,12.737225,12,8,2,2,66.7,16.7,16.7
RCP01799,8.496316,17,11,3,3,64.7,17.6,17.6
RCP01800,10.203735,8,4,1,3,50.0,12.5,37.5
RCP01801,10.367705,6,3,1,2,50.0,16.7,33.3
RCP01802,15.287819999999998,9,5,1,3,55.6,11.1,33.3
RCP01803,27.058468499999996,16,7,2,7,43.8,12.5,43.8
RCP01804,4.43303,9,4,2,3,44.4,22.2,33.3
RCP01805,4.85844,8,4,2,2,50.0,25.0,25.0
RCP01806,3.3789999999999996,14,6,3,5,42.9,21.4,35.7
RCP01807,4.727989999999999,12,6,3,3,50.0,25.0,25.0
RCP01808,10.9554255,14,4,5,5,28.6,35.7,35.7
RCP01809,20.00225,5,3,1,1,60.0,20.0,20.0
RCP01810,19.424619999999997,6,4,1,1,66.7,16.7,16.7
RCP01811,11.5406515,12,8,2,2,66.7,16.7,16.7
RCP01812,18.2764,7,2,2,3,28.6,28.6,42.9
RCP01813,27.301425,9,3,3,3,33.3,33.3,33.3
RCP01814,14.803402,15,9,1,5,60.0,6.7,33.3
RCP01815,10.574944999999998,12,8,2,2,66.7,16.7,16.7
RCP01816,10.6770435,18,9,3,6,50.0,16.7,33.3
RCP01817,8.233044,19,11,4,4,57.9,21.1,21.1
RCP01818,7.9189599999999984,8,4,1,3,50.0,12.5,37.5
RCP01819,4.9555,9,3,2,4,33.3,22.2,44.4
RCP01820,36.8673165,13,7,2,4,53.8,15.4,30.8
RCP01821,3.9612000000000003,5,3,1,1,60.0,20.0,20.0
RCP01822,2.7510499999999998,6,2,3,1,33.3,50.0,16.7
RCP01823,2.590875,15,8,2,5,53.3,13.3,33.3
RCP01824,11.051520000000002,14,6,2,6,42.9,14.3,42.9
RCP01825,42.15813,13,8,2,3,61.5,15.4,23.1
RCP01826,12.571442,12,5,2,5,41.7,16.7,41.7
RCP01827,13.045486,14,8,3,3,57.1,21.4,21.4
RCP01828,7.767062000000001,14,5,2,7,35.7,14.3,50.0
RCP01829,12.100784999999998,7,4,1,2,57.1,14.3,28.6
RCP01830,8.481864999999999,14,7,2,5,50.0,14.3,35.7
RCP01831,13.36155,5,3,1,1,60.0,20.0,20.0
RCP01832,15.04463,19,13,1,5,68.4,5.3,26.3
RCP01833,11.491425,12,5,1,6,41.7,8.3,50.0
RCP01834,22.641979,8,5,1,2,62.5,12.5,25.0
RCP01835,7.9231,5,3,1,1,60.0,20.0,20.0
RCP01836,28.801319999999997,12,6,3,3,50.0,25.0,25.0
RCP01837,25.2018,5,3,1,1,60.0,20.0,20.0
RCP01838,6.26074,10,5,1,4,50.0,10.0,40.0
RCP01839,27.3576465,8,4,1,3,50.0,12.5,37.5
RCP01840,4.2386954999999995,13,7,2,4,53.8,15.4,30.8
RCP01841,26.481718,17,7,2,8,41.2,11.8,47.1
RCP01842,2.16791,14,6,2,6,42.9,14.3,42.9
RCP01843,39.23512,7,5,1,1,71.4,14.3,14.3
RCP01844,4.67445,5,3,1,1,60.0,20.0,20.0
RCP01845,5.72465,8,4,1,3,50.0,12.5,37.5
RCP01846,1.57958,18,11,3,4,61.1,16.7,22.2
RCP01847,14.723320000000001,17,9,1,7,52.9,5.9,41.2
RCP01848,52.61939,10,6,3,1,60.0,30.0,10.0
RCP01849,28.263840000000002,14,6,2,6,42.9,14.3,42.9
RCP01850,3.0547499999999994,14,7,2,5,50.0,14.3,35.7
RCP01851,3.8752325,7,4,1,2,57.1,14.3,28.6
RCP01852,3.556039,12,5,2,5,41.7,16.7,41.7
RCP01853,5.1474,11,7,2,2,63.6,18.2,18.2
RCP01854,3.6093300000000004,7,3,2,2,42.9,28.6,28.6
RCP01855,11.337259999999999,10,3,1,6,30.0,10.0,60.0
RCP01856,14.93606,11,8,1,2,72.7,9.1,18.2
RCP01857,23.284305,18,12,3,3,66.7,16.7,16.7
RCP01858,16.845015999999998,13,5,2,6,38.5,15.4,46.2
RCP01859,32.306565000000006,14,7,2,5,50.0,14.3,35.7
RCP01860,8.22504,8,2,2,4,25.0,25.0,50.0
RCP01861,9.322715,14,7,2,5,50.0,14.3,35.7
RCP01862,59.960117999999994,19,10,4,5,52.6,21.1,26.3
RCP01863,60.22738800000001,12,6,2,4,50.0,16.7,33.3
RCP01864,2.2693950000000003,8,3,2,3,37.5,25.0,37.5
RCP01865,5.478190000000001,9,4,1,4,44.4,11.1,44.4
RCP01866,1.2967825,11,7,2,2,63.6,18.2,18.2
RCP01867,1.4398224999999998,11,6,3,2,54.5,27.3,18.2
RCP01868,0.983765,7,4,1,2,57.1,14.3,28.6
RCP01869,2.3446149999999997,7,3,2,2,42.9,28.6,28.6
RCP01870,4.0803899999999995,6,4,1,1,66.7,16.7,16.7
RCP01871,20.5493315,15,5,4,6,33.3,26.7,40.0
RCP01872,9.773585,18,7,2,9,38.9,11.1,50.0
RCP01873,24.281189999999995,14,9,3,2,64.3,21.4,14.3
RCP01874,3.9386270000000003,13,7,1,5,53.8,7.7,38.5
RCP01875,4.181496999999999,11,6,1,4,54.5,9.1,36.4
RCP01876,31.616799999999994,5,2,2,1,40.0,40.0,20.0
RCP01877,62.996714999999995,13,9,1,3,69.2,7.7,23.1
RCP01878,52.196375,14,8,4,2,57.1,28.6,14.3
RCP01879,7.77842,6,3,1,2,50.0,16.7,33.3
RCP01880,3.67208,16,9,2,5,56.2,12.5,31.2
RCP01881,6.062420000000001,10,4,1,5,40.0,10.0,50.0
RCP01882,39.688649999999996,11,5,2,4,45.5,18.2,36.4
RCP01883,46.780587,17,10,1,6,58.8,5.9,35.3
RCP01884,4.20055,12,7,1,4,58.3,8.3,33.3
RCP01885,11.10362,10,7,2,1,70.0,20.0,10.0
RCP01886,2.657725,6,3,1,2,50.0,16.7,33.3
RCP01887,1.8300499999999995,9,5,3,1,55.6,33.3,11.1
RCP01888,12.35295,5,3,1,1,60.0,20.0,20.0
RCP01889,6.827750000000001,7,3,2,2,42.9,28.6,28.6
RCP01890,2.9557599999999997,16,7,2,7,43.8,12.5,43.8
RCP01891,21.260184000000002,18,8,2,8,44.4,11.1,44.4
RCP01892,15.222685999999998,18,12,1,5,66.7,5.6,27.8
RCP01893,51.753764999999994,12,8,1,3,66.7,8.3,25.0
RCP01894,32.396649999999994,14,8,1,5,57.1,7.1,35.7
RCP01895,1.69234,7,3,2,2,42.9,28.6,28.6
RCP01896,33.020115,8,5,2,1,62.5,25.0,12.5
RCP01897,0.59125,5,3,1,1,60.0,20.0,20.0
RCP01898,6.713941,8,3,2,3,37.5,25.0,37.5
RCP01899,4.15408,10,4,2,4,40.0,20.0,40.0
RCP01900,6.8098550000000015,14,7,2,5,50.0,14.3,35.7
RCP01901,21.28713,7,3,1,3,42.9,14.3,42.9
RCP01902,15.946359999999999,14,8,2,4,57.1,14.3,28.6
RCP01903,30.13087,13,3,3,7,23.1,23.1,53.8
RCP01904,19.78317,10,4,2,4,40.0,20.0,40.0
RCP01905,26.397529999999996,12,4,1,7,33.3,8.3,58.3
RCP01906,0.40911000000000003,6,4,1,1,66.7,16.7,16.7
RCP01907,1.219725,8,4,1,3,50.0,12.5,37.5
RCP01908,7.58376,6,3,1,2,50.0,16.7,33.3
RCP01909,13.40498,7,3,2,2,42.9,28.6,28.6
RCP01910,6.335158,16,10,1,5,62.5,6.2,31.2
RCP01911,6.586499999999999,14,4,3,7,28.6,21.4,50.0
RCP01912,3.831585,9,4,1,4,44.4,11.1,44.4
RCP01913,22.089859999999998,8,5,1,2,62.5,12.5,25.0
RCP01914,16.844389999999997,7,5,1,1,71.4,14.3,14.3
RCP01915,6.657320000000002,12,7,3,2,58.3,25.0,16.7
RCP01916,8.6429435,14,6,2,6,42.9,14.3,42.9
RCP01917,4.31505,5,2,1,2,40.0,20.0,40.0
RCP01918,20.5373,9,5,2,2,55.6,22.2,22.2
RCP01919,30.089639999999996,5,2,1,2,40.0,20.0,40.0
RCP01920,42.009375,10,4,2,4,40.0,20.0,40.0
RCP01921,2.1999299999999997,7,4,2,1,57.1,28.6,14.3
RCP01922,4.83622,11,5,1,5,45.5,9.1,45.5
RCP01923,7.774035,9,4,1,4,44.4,11.1,44.4
RCP01924,0.43145999999999995,5,3,1,1,60.0,20.0,20.0
RCP01925,2.1582000000000003,7,3,1,3,42.9,14.3,42.9
RCP01926,3.1723,9,6,1,2,66.7,11.1,22.2
RCP01927,35.89955,7,4,1,2,57.1,14.3,28.6
RCP01928,12.1707475,5,2,1,2,40.0,20.0,40.0
RCP01929,4.43907,6,3,1,2,50.0,16.7,33.3
RCP01930,10.906709999999999,6,2,1,3,33.3,16.7,50.0
RCP01931,40.330740000000006,6,3,1,2,50.0,16.7,33.3
RCP01932,7.90239,5,2,1,2,40.0,20.0,40.0
RCP01933,8.821040000000002,11,6,2,3,54.5,18.2,27.3
RCP01934,10.43999,7,4,1,2,57.1,14.3,28.6
RCP01935,19.611214999999998,9,4,2,3,44.4,22.2,33.3
RCP01936,1.84524,10,5,2,3,50.0,20.0,30.0
RCP01937,1.1998250000000001,8,5,2,1,62.5,25.0,12.5
RCP01938,15.318864999999995,14,8,2,4,57.1,14.3,28.6
RCP01939,5.816900000000001,5,2,2,1,40.0,40.0,20.0
RCP01940,16.49044,9,4,2,3,44.4,22.2,33.3
RCP01941,14.816230000000001,16,11,2,3,68.8,12.5,18.8
RCP01942,12.88359,9,5,2,2,55.6,22.2,22.2
RCP01943,1.00428,10,8,1,1,80.0,10.0,10.0
RCP01944,38.31879000000001,5,3,1,1,60.0,20.0,20.0
RCP01945,14.631362,9,3,1,5,33.3,11.1,55.6
RCP01946,24.512099999999997,11,7,2,2,63.6,18.2,18.2
RCP01947,40.749379999999995,8,4,2,2,50.0,25.0,25.0
RCP01948,0.29565,5,3,1,1,60.0,20.0,20.0
RCP01949,14.750989500000003,19,11,3,5,57.9,15.8,26.3
RCP01950,5.86514,5,2,1,2,40.0,20.0,40.0
RCP01951,12.901324999999998,5,3,1,1,60.0,20.0,20.0
RCP01952,2.471252,11,6,1,4,54.5,9.1,36.4
RCP01953,18.6363005,12,7,2,3,58.3,16.7,25.0
RCP01954,16.02263,8,4,2,2,50.0,25.0,25.0
RCP01955,60.1169,9,2,2,5,22.2,22.2,55.6
RCP01956,4.03771,14,7,4,3,50.0,28.6,21.4
RCP01957,19.7835,6,3,1,2,50.0,16.7,33.3
RCP01958,14.759805,9,5,1,3,55.6,11.1,33.3
RCP01959,1.62929,9,4,1,4,44.4,11.1,44.4
RCP01960,25.0539,5,2,1,2,40.0,20.0,40.0
RCP01961,1.0576100000000002,10,7,2,1,70.0,20.0,10.0
RCP01962,9.199670000000001,8,4,1,3,50.0,12.5,37.5
RCP01963,29.681065000000004,11,6,2,3,54.5,18.2,27.3
RCP01964,4.054025,7,5,1,1,71.4,14.3,14.3
RCP01965,4.247647000000001,9,3,2,4,33.3,22.2,44.4
RCP01966,7.410736,13,7,3,3,53.8,23.1,23.1
RCP01967,11.349857499999999,13,5,5,3,38.5,38.5,23.1
RCP01968,12.9457815,13,6,3,4,46.2,23.1,30.8
RCP01969,1.828665,7,4,1,2,57.1,14.3,28.6
RCP01970,23.693004999999996,12,9,1,2,75.0,8.3,16.7
RCP01971,20.816505,16,10,2,4,62.5,12.5,25.0
RCP01972,1.5675,5,2,1,2,40.0,20.0,40.0
RCP01973,1.3146200000000001,5,3,1,1,60.0,20.0,20.0
RCP01974,12.177271000000003,13,5,2,6,38.5,15.4,46.2
RCP01975,16.722002,19,6,4,9,31.6,21.1,47.4
RCP01976,20.64284,5,2,1,2,40.0,20.0,40.0
RCP01977,3.90714,5,3,1,1,60.0,20.0,20.0
RCP01978,9.49735,5,3,1,1,60.0,20.0,20.0
RCP01979,24.651159999999997,12,8,1,3,66.7,8.3,25.0
RCP01980,2.6804249999999996,12,8,2,2,66.7,16.7,16.7
RCP01981,1.9105029999999998,7,3,1,3,42.9,14.3,42.9
RCP01982,14.166,8,4,2,2,50.0,25.0,25.0
RCP01983,5.89437,8,4,1,3,50.0,12.5,37.5
RCP01984,1.7119499999999999,9,4,2,3,44.4,22.2,33.3
RCP01985,2.242335,9,6,1,2,66.7,11.1,22.2
RCP01986,4.0494,13,6,3,4,46.2,23.1,30.8
RCP01987,7.01245,9,6,1,2,66.7,11.1,22.2
RCP01988,26.71103,12,8,1,3,66.7,8.3,25.0
RCP01989,39.462495,13,7,1,5,53.8,7.7,38.5
RCP01990,42.41532250000001,19,9,1,9,47.4,5.3,47.4
RCP01991,48.82665,8,6,1,1,75.0,12.5,12.5
RCP01992,37.115055,18,7,3,8,38.9,16.7,44.4
RCP01993,1.35425,6,3,2,1,50.0,33.3,16.7
RCP01994,22.538171,18,10,2,6,55.6,11.1,33.3
RCP01995,4.818675999999999,8,3,1,4,37.5,12.5,50.0
RCP01996,6.889740000000001,8,5,1,2,62.5,12.5,25.0
RCP01997,4.30144,10,5,1,4,50.0,10.0,40.0
RCP01998,22.895049999999998,16,7,2,7,43.8,12.5,43.8
RCP01999,21.3752125,15,9,4,2,60.0,26.7,13.3
RCP02000,13.581986999999998,18,8,2,8,44.4,11.1,44.4
RCP02001,1.7147900000000003,8,4,3,1,50.0,37.5,12.5
RCP02002,3.31603,12,5,3,4,41.7,25.0,33.3
RCP02003,2.6334,6,4,1,1,66.7,16.7,16.7
RCP02004,4.09608,6,4,1,1,66.7,16.7,16.7
RCP02005,24.63676,13,6,2,5,46.2,15.4,38.5
RCP02006,4.7291229999999995,9,5,1,3,55.6,11.1,33.3
RCP02007,1.52215,5,2,2,1,40.0,40.0,20.0
RCP02008,11.853475000000003,13,8,2,3,61.5,15.4,23.1
RCP02009,1.89896,6,4,1,1,66.7,16.7,16.7
RCP02010,1.644895,12,7,2,3,58.3,16.7,25.0
RCP02011,1.32706,9,5,2,2,55.6,22.2,22.2
RCP02012,3.2503499999999996,7,3,1,3,42.9,14.3,42.9
RCP02013,0.92736,9,6,1,2,66.7,11.1,22.2
RCP02014,4.297263999999999,14,7,2,5,50.0,14.3,35.7
RCP02015,5.812888999999999,11,7,1,3,63.6,9.1,27.3
RCP02016,1.5324250000000001,9,6,2,1,66.7,22.2,11.1
RCP02017,1.138395,8,4,2,2,50.0,25.0,25.0
RCP02018,6.447870000000001,9,4,2,3,44.4,22.2,33.3
RCP02019,7.920777500000001,11,7,1,3,63.6,9.1,27.3
RCP02020,7.3479,6,3,2,1,50.0,33.3,16.7
RCP02021,18.606330000000003,10,5,1,4,50.0,10.0,40.0
RCP02022,15.459439999999999,8,4,2,2,50.0,25.0,25.0
RCP02023,6.723660000000001,13,8,1,4,61.5,7.7,30.8
RCP02024,8.766834999999999,6,3,2,1,50.0,33.3,16.7
RCP02025,2.0542999999999996,9,6,1,2,66.7,11.1,22.2
RCP02026,8.7332,19,13,3,3,68.4,15.8,15.8
RCP02027,19.66541,9,4,4,1,44.4,44.4,11.1
RCP02028,1.241935,6,4,1,1,66.7,16.7,16.7
RCP02029,16.680805,19,13,2,4,68.4,10.5,21.1
RCP02030,30.1991,7,4,2,1,57.1,28.6,14.3
RCP02031,3.047429999999999,9,5,1,3,55.6,11.1,33.3
RCP02032,8.132460000000002,14,6,2,6,42.9,14.3,42.9
RCP02033,7.528230000000001,14,7,3,4,50.0,21.4,28.6
RCP02034,16.590329999999998,8,4,1,3,50.0,12.5,37.5
RCP02035,42.7530085,16,8,3,5,50.0,18.8,31.2
RCP02036,9.594405,11,5,2,4,45.5,18.2,36.4
RCP02037,8.499385,18,12,4,2,66.7,22.2,11.1
RCP02038,10.270308,14,7,3,4,50.0,21.4,28.6
RCP02039,19.19142,19,10,3,6,52.6,15.8,31.6
RCP02040,27.311315,19,10,2,7,52.6,10.5,36.8
RCP02041,5.773199999999999,9,4,1,4,44.4,11.1,44.4
RCP02042,29.149179999999998,15,9,1,5,60.0,6.7,33.3
RCP02043,5.971350000000001,8,5,2,1,62.5,25.0,12.5
RCP02044,19.836315,8,5,1,2,62.5,12.5,25.0
RCP02045,1.3631,5,2,1,2,40.0,20.0,40.0
RCP02046,2.07665,6,2,1,3,33.3,16.7,50.0
RCP02047,42.57788000000001,9,5,1,3,55.6,11.1,33.3
RCP02048,4.076849999999999,6,4,1,1,66.7,16.7,16.7
RCP02049,59.597350000000006,8,4,1,3,50.0,12.5,37.5
RCP02050,0.5633,6,3,1,2,50.0,16.7,33.3
RCP02051,3.345825,14,8,1,5,57.1,7.1,35.7
RCP02052,17.568085,8,3,1,4,37.5,12.5,50.0
RCP02053,14.370569999999999,15,9,1,5,60.0,6.7,33.3
RCP02054,21.28566,9,5,1,3,55.6,11.1,33.3
RCP02055,6.969715,14,7,3,4,50.0,21.4,28.6
RCP02056,8.661470000000001,9,6,1,2,66.7,11.1,22.2
RCP02057,19.091625,10,7,1,2,70.0,10.0,20.0
RCP02058,2.760715,9,3,3,3,33.3,33.3,33.3
RCP02059,30.164559999999998,12,6,4,2,50.0,33.3,16.7
RCP02060,8.8327735,9,4,2,3,44.4,22.2,33.3
RCP02061,17.72658,6,2,1,3,33.3,16.7,50.0
RCP02062,30.15926,9,5,1,3,55.6,11.1,33.3
RCP02063,2.4541399999999998,8,5,1,2,62.5,12.5,25.0
RCP02064,0.9600649999999998,13,10,2,1,76.9,15.4,7.7
RCP02065,14.64312,10,6,2,2,60.0,20.0,20.0
RCP02066,7.985415000000001,9,5,2,2,55.6,22.2,22.2
RCP02067,6.23762,6,3,1,2,50.0,16.7,33.3
RCP02068,13.30989,10,6,1,3,60.0,10.0,30.0
RCP02069,26.77194,6,3,1,2,50.0,16.7,33.3
RCP02070,12.06287,9,7,1,1,77.8,11.1,11.1
RCP02071,21.698839999999997,8,5,1,2,62.5,12.5,25.0
RCP02072,6.103035000000001,12,7,2,3,58.3,16.7,25.0
RCP02073,27.806100000000004,12,5,2,5,41.7,16.7,41.7
RCP02074,3.0703899999999997,17,12,1,4,70.6,5.9,23.5
RCP02075,11.84502,7,3,1,3,42.9,14.3,42.9
RCP02076,0.4759,5,3,1,1,60.0,20.0,20.0
RCP02077,4.875849,8,4,1,3,50.0,12.5,37.5
RCP02078,8.3483,5,3,1,1,60.0,20.0,20.0
RCP02079,10.558235,6,4,1,1,66.7,16.7,16.7
RCP02080,9.866530000000001,7,4,1,2,57.1,14.3,28.6
RCP02081,1.4705,5,2,1,2,40.0,20.0,40.0
RCP02082,63.66123,6,3,1,2,50.0,16.7,33.3
RCP02083,25.892105,16,9,1,6,56.2,6.2,37.5
RCP02084,9.7188105,8,2,1,5,25.0,12.5,62.5
RCP02085,7.2658625,12,8,2,2,66.7,16.7,16.7
RCP02086,32.627649999999996,7,4,2,1,57.1,28.6,14.3
RCP02087,1.1452749999999998,8,4,2,2,50.0,25.0,25.0
RCP02088,9.44775,5,2,1,2,40.0,20.0,40.0
RCP02089,3.4573749999999994,14,6,3,5,42.9,21.4,35.7
RCP02090,1.92487,10,6,3,1,60.0,30.0,10.0
RCP02091,22.675890000000003,8,4,1,3,50.0,12.5,37.5
RCP02092,8.41016,10,5,2,3,50.0,20.0,30.0
RCP02093,20.836955,14,7,3,4,50.0,21.4,28.6
RCP02094,1.1196100000000002,8,4,2,2,50.0,25.0,25.0
RCP02095,3.0881700000000007,9,6,2,1,66.7,22.2,11.1
RCP02096,23.175465,19,9,3,7,47.4,15.8,36.8
RCP02097,7.670967000000003,13,7,3,3,53.8,23.1,23.1
RCP02098,5.761685000000001,9,5,2,2,55.6,22.2,22.2
RCP02099,3.6558849999999996,8,4,3,1,50.0,37.5,12.5
