recipe_id,co2e_kg,n_ingr,n_sr,n_gen,usda_pct,generic_pct
RCP02676,5.607285,8,5,3,62.5,37.5
RCP02677,21.781934999999997,11,4,7,36.4,63.6
RCP02678,2.54376,8,4,4,50.0,50.0
RCP02679,2.47195,12,5,7,41.7,58.3
RCP02680,41.091029999999996,9,6,3,66.7,33.3
RCP02681,9.211478999999997,9,6,3,66.7,33.3
RCP02682,7.357186,14,7,7,50.0,50.0
RCP02683,56.04006,9,5,4,55.6,44.4
RCP02684,39.7749,7,4,3,57.1,42.9
RCP02685,1.7455420000000001,11,7,4,63.6,36.4
RCP02686,18.450703,11,5,6,45.5,54.5
RCP02687,29.52471,12,4,8,33.3,66.7
RCP02688,22.039499999999997,9,4,5,44.4,55.6
RCP02689,4.26844,16,8,8,50.0,50.0
RCP02690,30.167226,7,4,3,57.1,42.9
RCP02691,10.455582,19,12,7,63.2,36.8
RCP02692,2.5914,9,6,3,66.7,33.3
RCP02693,15.412799999999999,5,3,2,60.0,40.0
RCP02694,40.12797,7,4,3,57.1,42.9
RCP02695,11.794229,15,11,4,73.3,26.7
RCP02696,42.539969000000006,13,6,7,46.2,53.8
RCP02697,52.091195,13,7,6,53.8,46.2
RCP02698,18.594299999999997,5,3,2,60.0,40.0
RCP02699,10.166697500000001,9,4,5,44.4,55.6
RCP02700,5.486939999999999,19,10,9,52.6,47.4
RCP02701,6.192235,14,7,7,50.0,50.0
RCP02702,16.878169,11,7,4,63.6,36.4
RCP02703,10.339427500000001,19,12,7,63.2,36.8
RCP02704,21.777715499999996,7,3,4,42.9,57.1
RCP02705,18.181736,8,5,3,62.5,37.5
RCP02706,11.499069,8,4,4,50.0,50.0
RCP02707,6.827749999999999,8,4,4,50.0,50.0
RCP02708,5.66606,8,6,2,75.0,25.0
RCP02709,10.00752,9,4,5,44.4,55.6
RCP02710,10.01248,8,3,5,37.5,62.5
RCP02711,5.83277,10,6,4,60.0,40.0
RCP02712,6.3859580000000005,10,4,6,40.0,60.0
RCP02713,4.361529999999999,9,5,4,55.6,44.4
RCP02714,8.487349999999998,6,3,3,50.0,50.0
RCP02715,59.7237,5,3,2,60.0,40.0
RCP02716,22.201079999999997,6,3,3,50.0,50.0
RCP02717,25.737130500000003,13,6,7,46.2,53.8
RCP02718,4.6209679999999995,13,6,7,46.2,53.8
RCP02719,11.331455,13,6,7,46.2,53.8
RCP02720,36.234422499999994,14,9,5,64.3,35.7
RCP02721,14.62763,11,4,7,36.4,63.6
RCP02722,29.287395,11,5,6,45.5,54.5
RCP02723,17.134303000000003,8,5,3,62.5,37.5
RCP02724,10.581807000000001,13,7,6,53.8,46.2
RCP02725,7.895239000000002,11,4,7,36.4,63.6
RCP02726,6.321347499999999,5,2,3,40.0,60.0
RCP02727,1.7064540000000001,11,6,5,54.5,45.5
RCP02728,3.03829,14,6,8,42.9,57.1
RCP02729,33.03303,8,6,2,75.0,25.0
RCP02730,40.30059,14,7,7,50.0,50.0
RCP02731,6.268271,10,5,5,50.0,50.0
RCP02732,12.247353,8,4,4,50.0,50.0
RCP02733,15.784379999999999,18,8,10,44.4,55.6
RCP02734,3.901845,11,5,6,45.5,54.5
RCP02735,10.47957,14,6,8,42.9,57.1
RCP02736,17.879649999999998,5,2,3,40.0,60.0
RCP02737,3.3982349999999997,12,8,4,66.7,33.3
RCP02738,2.993845,8,5,3,62.5,37.5
RCP02739,4.6509255000000005,13,8,5,61.5,38.5
RCP02740,6.335772,5,2,3,40.0,60.0
RCP02741,16.143777500000002,13,6,7,46.2,53.8
RCP02742,14.109761500000001,8,2,6,25.0,75.0
RCP02743,26.122434999999996,7,5,2,71.4,28.6
RCP02744,7.111772500000001,16,9,7,56.2,43.8
RCP02745,4.177829,14,8,6,57.1,42.9
RCP02746,20.087783,14,10,4,71.4,28.6
RCP02747,24.000383,13,7,6,53.8,46.2
RCP02748,43.259736,8,5,3,62.5,37.5
RCP02749,2.4170899999999995,11,4,7,36.4,63.6
RCP02750,14.481847499999999,8,4,4,50.0,50.0
RCP02751,59.12304,5,3,2,60.0,40.0
RCP02752,17.843899999999994,6,3,3,50.0,50.0
RCP02753,21.0288,6,2,4,33.3,66.7
RCP02754,3.2331545,9,3,6,33.3,66.7
RCP02755,23.982505,7,5,2,71.4,28.6
RCP02756,4.422734999999999,11,4,7,36.4,63.6
RCP02757,11.494819999999999,10,3,7,30.0,70.0
RCP02758,60.83182599999999,11,7,4,63.6,36.4
RCP02759,3.2146735,9,3,6,33.3,66.7
RCP02760,5.876315,14,7,7,50.0,50.0
RCP02761,38.4358155,12,8,4,66.7,33.3
RCP02762,14.19254,8,3,5,37.5,62.5
RCP02763,13.599670999999999,10,4,6,40.0,60.0
RCP02764,1.70796,12,7,5,58.3,41.7
RCP02765,3.91915,6,2,4,33.3,66.7
RCP02766,5.56161,6,3,3,50.0,50.0
RCP02767,0.49438000000000004,5,3,2,60.0,40.0
RCP02768,25.887707,12,7,5,58.3,41.7
RCP02769,6.61245,11,8,3,72.7,27.3
RCP02770,8.056677500000001,14,8,6,57.1,42.9
RCP02771,48.0158205,14,9,5,64.3,35.7
RCP02772,38.105929999999994,9,6,3,66.7,33.3
RCP02773,7.27229,7,5,2,71.4,28.6
RCP02774,9.00557,7,3,4,42.9,57.1
RCP02775,3.54614,9,5,4,55.6,44.4
RCP02776,15.625326,14,8,6,57.1,42.9
RCP02777,56.318419999999996,6,3,3,50.0,50.0
RCP02778,59.2605,5,3,2,60.0,40.0
RCP02779,9.0653185,13,7,6,53.8,46.2
RCP02780,21.679567,7,3,4,42.9,57.1
RCP02781,8.446499999999999,8,4,4,50.0,50.0
RCP02782,28.773389999999996,12,5,7,41.7,58.3
RCP02783,0.9621600000000001,7,4,3,57.1,42.9
RCP02784,62.57499750000001,13,9,4,69.2,30.8
RCP02785,13.813638,11,6,5,54.5,45.5
RCP02786,36.32782,9,4,5,44.4,55.6
RCP02787,25.335082999999997,17,6,11,35.3,64.7
RCP02788,7.884978,12,5,7,41.7,58.3
RCP02789,14.371106500000002,14,6,8,42.9,57.1
RCP02790,5.313419999999999,6,2,4,33.3,66.7
RCP02791,11.4224265,13,5,8,38.5,61.5
RCP02792,1.18045,7,3,4,42.9,57.1
RCP02793,13.887574999999998,15,7,8,46.7,53.3
RCP02794,5.937894999999998,8,4,4,50.0,50.0
RCP02795,46.49726300000001,12,7,5,58.3,41.7
RCP02796,7.217350000000001,6,3,3,50.0,50.0
RCP02797,15.574634000000001,12,6,6,50.0,50.0
RCP02798,14.599590000000001,14,7,7,50.0,50.0
RCP02799,26.672366999999994,12,6,6,50.0,50.0
RCP02800,25.983705999999994,12,6,6,50.0,50.0
RCP02801,59.213495,10,7,3,70.0,30.0
RCP02802,1.959225,8,4,4,50.0,50.0
RCP02803,27.517760000000003,8,5,3,62.5,37.5
RCP02804,59.46411,8,4,4,50.0,50.0
RCP02805,8.88526,9,7,2,77.8,22.2
RCP02806,18.511281999999998,13,8,5,61.5,38.5
RCP02807,36.872223999999996,18,10,8,55.6,44.4
RCP02808,11.409284999999999,9,4,5,44.4,55.6
RCP02809,8.053435,11,8,3,72.7,27.3
RCP02810,13.3562245,14,8,6,57.1,42.9
RCP02811,1.9799000000000002,7,5,2,71.4,28.6
RCP02812,14.222122,11,8,3,72.7,27.3
RCP02813,11.179755500000002,8,5,3,62.5,37.5
RCP02814,45.483329999999995,9,3,6,33.3,66.7
RCP02815,10.609990999999999,6,2,4,33.3,66.7
RCP02816,11.245865499999999,15,6,9,40.0,60.0
RCP02817,3.2778399999999994,13,8,5,61.5,38.5
RCP02818,9.344774500000002,18,7,11,38.9,61.1
RCP02819,7.183579999999999,8,3,5,37.5,62.5
RCP02820,10.543765,9,5,4,55.6,44.4
RCP02821,21.554246,8,5,3,62.5,37.5
RCP02822,4.5926265,9,3,6,33.3,66.7
RCP02823,8.866481999999998,6,3,3,50.0,50.0
RCP02824,2.5019899999999997,6,3,3,50.0,50.0
RCP02825,6.853969,13,8,5,61.5,38.5
RCP02826,1.123115,9,6,3,66.7,33.3
RCP02827,54.365919999999996,18,7,11,38.9,61.1
RCP02828,9.51525,8,6,2,75.0,25.0
RCP02829,5.518902,7,3,4,42.9,57.1
RCP02830,42.323925,13,5,8,38.5,61.5
RCP02831,2.03555,6,3,3,50.0,50.0
RCP02832,9.289952000000001,16,10,6,62.5,37.5
RCP02833,0.91442,8,3,5,37.5,62.5
RCP02834,1.5023699999999998,6,4,2,66.7,33.3
RCP02835,24.653149999999997,8,4,4,50.0,50.0
RCP02836,33.015992,14,8,6,57.1,42.9
RCP02837,6.388183,5,2,3,40.0,60.0
RCP02838,4.3093045,10,5,5,50.0,50.0
RCP02839,24.466123,14,10,4,71.4,28.6
RCP02840,2.7927429999999998,9,4,5,44.4,55.6
RCP02841,30.654590000000002,8,5,3,62.5,37.5
RCP02842,21.637195,6,3,3,50.0,50.0
RCP02843,7.314349999999999,9,6,3,66.7,33.3
RCP02844,6.8134820000000005,12,8,4,66.7,33.3
RCP02845,20.851853,13,6,7,46.2,53.8
RCP02846,25.6997,14,8,6,57.1,42.9
RCP02847,31.401645000000002,13,7,6,53.8,46.2
RCP02848,13.525775,8,4,4,50.0,50.0
RCP02849,5.031950000000001,8,5,3,62.5,37.5
RCP02850,2.8430699999999995,9,4,5,44.4,55.6
RCP02851,1.1853,6,4,2,66.7,33.3
RCP02852,3.5637,6,2,4,33.3,66.7
RCP02853,2.312707,8,4,4,50.0,50.0
RCP02854,6.260649,16,6,10,37.5,62.5
RCP02855,17.229878499999995,18,12,6,66.7,33.3
RCP02856,25.81791,9,3,6,33.3,66.7
RCP02857,6.9319500000000005,5,3,2,60.0,40.0
RCP02858,16.989269999999998,9,5,4,55.6,44.4
RCP02859,10.1150395,15,7,8,46.7,53.3
RCP02860,54.380199999999995,14,7,7,50.0,50.0
RCP02861,37.154075000000006,12,5,7,41.7,58.3
RCP02862,5.58257,11,4,7,36.4,63.6
RCP02863,3.6874800000000003,9,5,4,55.6,44.4
RCP02864,32.091139999999996,12,6,6,50.0,50.0
RCP02865,4.9053,12,4,8,33.3,66.7
RCP02866,11.730745,12,5,7,41.7,58.3
RCP02867,60.671189999999996,7,4,3,57.1,42.9
RCP02868,60.208800000000004,8,5,3,62.5,37.5
RCP02869,8.467344999999998,13,4,9,30.8,69.2
RCP02870,5.1085665,9,4,5,44.4,55.6
RCP02871,1.5313955,10,7,3,70.0,30.0
RCP02872,2.86497,9,5,4,55.6,44.4
RCP02873,15.171864999999999,9,3,6,33.3,66.7
RCP02874,2.964706,14,9,5,64.3,35.7
RCP02875,5.271819,6,3,3,50.0,50.0
RCP02876,18.984629999999996,6,3,3,50.0,50.0
RCP02877,17.103715,19,10,9,52.6,47.4
RCP02878,3.42188,12,5,7,41.7,58.3
RCP02879,22.4181065,13,8,5,61.5,38.5
RCP02880,2.5639499999999997,6,3,3,50.0,50.0
RCP02881,29.871,9,5,4,55.6,44.4
RCP02882,1.22683,6,4,2,66.7,33.3
RCP02883,25.348875999999997,13,7,6,53.8,46.2
RCP02884,15.303669999999999,19,9,10,47.4,52.6
RCP02885,35.13875,8,3,5,37.5,62.5
RCP02886,3.0498669999999994,12,8,4,66.7,33.3
RCP02887,14.186748000000001,8,3,5,37.5,62.5
RCP02888,6.5440249999999995,14,9,5,64.3,35.7
RCP02889,4.9202699999999995,13,6,7,46.2,53.8
RCP02890,11.403815499999997,14,7,7,50.0,50.0
RCP02891,33.193889999999996,14,6,8,42.9,57.1
RCP02892,18.790380000000003,12,9,3,75.0,25.0
RCP02893,22.570557,9,4,5,44.4,55.6
RCP02894,14.7241185,18,9,9,50.0,50.0
RCP02895,16.039188,12,6,6,50.0,50.0
RCP02896,9.855274999999999,12,7,5,58.3,41.7
RCP02897,30.520659999999996,8,6,2,75.0,25.0
RCP02898,5.856283,10,6,4,60.0,40.0
RCP02899,14.027264499999998,19,11,8,57.9,42.1
RCP02900,7.940049999999999,9,5,4,55.6,44.4
RCP02901,31.089448999999995,12,5,7,41.7,58.3
RCP02902,46.664445,5,3,2,60.0,40.0
RCP02903,25.561000000000003,14,8,6,57.1,42.9
RCP02904,35.279923999999994,15,9,6,60.0,40.0
RCP02905,16.179289999999998,7,4,3,57.1,42.9
RCP02906,4.5960730000000005,14,11,3,78.6,21.4
RCP02907,16.871409999999997,17,11,6,64.7,35.3
RCP02908,2.25353,9,5,4,55.6,44.4
RCP02909,10.781074499999999,18,10,8,55.6,44.4
RCP02910,6.55698,5,3,2,60.0,40.0
RCP02911,19.13889,8,3,5,37.5,62.5
RCP02912,11.939763999999998,17,9,8,52.9,47.1
RCP02913,5.6478165,13,5,8,38.5,61.5
RCP02914,2.834495,11,5,6,45.5,54.5
RCP02915,36.5045545,19,11,8,57.9,42.1
RCP02916,22.07822,8,3,5,37.5,62.5
RCP02917,1.2961500000000001,11,6,5,54.5,45.5
RCP02918,5.83674,17,10,7,58.8,41.2
RCP02919,2.1780019999999998,6,3,3,50.0,50.0
RCP02920,26.166025,18,12,6,66.7,33.3
RCP02921,4.450330000000001,14,8,6,57.1,42.9
RCP02922,10.516872,9,5,4,55.6,44.4
RCP02923,17.495282999999997,10,7,3,70.0,30.0
RCP02924,8.36507,14,9,5,64.3,35.7
RCP02925,1.964235,6,3,3,50.0,50.0
RCP02926,3.5175210000000003,18,9,9,50.0,50.0
RCP02927,24.208154999999998,16,8,8,50.0,50.0
RCP02928,7.2652625,19,10,9,52.6,47.4
RCP02929,40.300889999999995,7,4,3,57.1,42.9
RCP02930,54.8540585,14,9,5,64.3,35.7
RCP02931,22.158239999999996,7,3,4,42.9,57.1
RCP02932,19.56528,15,7,8,46.7,53.3
RCP02933,22.493102,12,6,6,50.0,50.0
RCP02934,4.0617205,12,6,6,50.0,50.0
RCP02935,2.37363,7,4,3,57.1,42.9
RCP02936,1.51273,7,5,2,71.4,28.6
RCP02937,28.102574,13,8,5,61.5,38.5
RCP02938,8.599495000000001,11,6,5,54.5,45.5
RCP02939,4.9654300000000005,13,7,6,53.8,46.2
RCP02940,21.147195500000002,10,4,6,40.0,60.0
RCP02941,18.971801999999997,15,7,8,46.7,53.3
RCP02942,9.086725,5,3,2,60.0,40.0
RCP02943,1.15606,6,4,2,66.7,33.3
RCP02944,1.9370450000000001,13,8,5,61.5,38.5
RCP02945,3.50868,13,8,5,61.5,38.5
RCP02946,9.734754,15,6,9,40.0,60.0
RCP02947,40.945845999999996,14,9,5,64.3,35.7
RCP02948,17.211549999999995,6,3,3,50.0,50.0
RCP02949,3.7266500000000002,11,6,5,54.5,45.5
RCP02950,7.017299999999999,5,2,3,40.0,60.0
RCP02951,4.659333000000001,13,6,7,46.2,53.8
RCP02952,16.838980000000003,6,4,2,66.7,33.3
RCP02953,3.227645,12,6,6,50.0,50.0
RCP02954,9.344453,19,11,8,57.9,42.1
RCP02955,15.331995,7,5,2,71.4,28.6
RCP02956,2.4459400000000002,11,6,5,54.5,45.5
RCP02957,17.426920000000003,6,3,3,50.0,50.0
RCP02958,18.261165,9,5,4,55.6,44.4
RCP02959,22.76933,8,5,3,62.5,37.5
RCP02960,53.17530000000001,9,5,4,55.6,44.4
RCP02961,3.4398999999999997,9,4,5,44.4,55.6
RCP02962,3.2311600000000005,12,6,6,50.0,50.0
RCP02963,3.0760819999999995,12,7,5,58.3,41.7
RCP02964,9.54363,5,3,2,60.0,40.0
RCP02965,6.44445,12,7,5,58.3,41.7
RCP02966,28.343993499999996,17,8,9,47.1,52.9
RCP02967,12.966175,8,5,3,62.5,37.5
RCP02968,7.301569000000001,13,7,6,53.8,46.2
RCP02969,2.5232699999999997,9,6,3,66.7,33.3
RCP02970,23.7159515,13,7,6,53.8,46.2
RCP02971,9.031744999999999,12,9,3,75.0,25.0
RCP02972,13.951345,12,8,4,66.7,33.3
RCP02973,41.7029995,19,13,6,68.4,31.6
RCP02974,15.210305,11,7,4,63.6,36.4
RCP02975,10.651050499999998,14,6,8,42.9,57.1
RCP02976,25.114880000000003,10,7,3,70.0,30.0
RCP02977,25.1316185,10,6,4,60.0,40.0
RCP02978,24.372584500000002,9,4,5,44.4,55.6
RCP02979,4.342150000000001,10,5,5,50.0,50.0
RCP02980,11.769819000000002,9,5,4,55.6,44.4
RCP02981,2.334777,12,7,5,58.3,41.7
RCP02982,71.84889000000001,13,7,6,53.8,46.2
RCP02983,5.826799999999999,5,2,3,40.0,60.0
RCP02984,45.65003999999999,17,5,12,29.4,70.6
RCP02985,19.569789000000004,13,5,8,38.5,61.5
RCP02986,1.4165109999999999,8,5,3,62.5,37.5
RCP02987,20.10372,5,3,2,60.0,40.0
RCP02988,1.762835,8,4,4,50.0,50.0
RCP02989,2.8372150000000005,16,9,7,56.2,43.8
RCP02990,1.9934060000000002,9,4,5,44.4,55.6
RCP02991,2.3217600000000003,7,5,2,71.4,28.6
RCP02992,5.685367,6,3,3,50.0,50.0
RCP02993,3.0240049999999994,15,11,4,73.3,26.7
RCP02994,1.9003500000000002,10,6,4,60.0,40.0
RCP02995,7.00206,8,5,3,62.5,37.5
RCP02996,62.35172,16,7,9,43.8,56.2
RCP02997,6.2418,5,2,3,40.0,60.0
RCP02998,11.251827500000001,15,6,9,40.0,60.0
RCP02999,6.853875,14,7,7,50.0,50.0
RCP03000,10.198404000000002,6,4,2,66.7,33.3
RCP03001,14.500976,17,9,8,52.9,47.1
RCP03002,33.99809199999999,12,8,4,66.7,33.3
RCP03003,7.8634995,7,3,4,42.9,57.1
RCP03004,25.013351,19,11,8,57.9,42.1
RCP03005,2.55602,13,8,5,61.5,38.5
RCP03006,43.13588,14,5,9,35.7,64.3
RCP03007,2.5676499999999995,6,2,4,33.3,66.7
RCP03008,39.57966,9,5,4,55.6,44.4
RCP03009,19.027447999999996,13,5,8,38.5,61.5
RCP03010,6.146144,14,7,7,50.0,50.0
RCP03011,34.518148499999995,6,3,3,50.0,50.0
RCP03012,2.37459,8,3,5,37.5,62.5
RCP03013,11.950285,12,8,4,66.7,33.3
RCP03014,6.214277000000001,9,4,5,44.4,55.6
RCP03015,4.69379,9,5,4,55.6,44.4
RCP03016,1.1650500000000001,5,3,2,60.0,40.0
RCP03017,2.1630499999999997,8,4,4,50.0,50.0
RCP03018,16.363356,15,6,9,40.0,60.0
RCP03019,5.3900315,19,13,6,68.4,31.6
RCP03020,17.870352999999998,18,11,7,61.1,38.9
RCP03021,4.629779999999999,8,4,4,50.0,50.0
RCP03022,0.9893000000000001,5,3,2,60.0,40.0
RCP03023,13.139845500000002,13,6,7,46.2,53.8
RCP03024,1.23237,6,3,3,50.0,50.0
RCP03025,9.888771500000002,12,5,7,41.7,58.3
RCP03026,7.388233,6,4,2,66.7,33.3
RCP03027,32.1179415,19,7,12,36.8,63.2
RCP03028,6.361145,16,9,7,56.2,43.8
RCP03029,28.595073,17,10,7,58.8,41.2
RCP03030,26.355258999999997,19,11,8,57.9,42.1
RCP03031,9.419439999999998,9,6,3,66.7,33.3
RCP03032,63.63107599999999,12,6,6,50.0,50.0
RCP03033,4.467438499999999,11,5,6,45.5,54.5
RCP03034,1.622556,8,4,4,50.0,50.0
RCP03035,4.2004494999999995,9,4,5,44.4,55.6
RCP03036,1.9948100000000002,9,5,4,55.6,44.4
RCP03037,8.937194,19,10,9,52.6,47.4
RCP03038,4.23827,10,6,4,60.0,40.0
RCP03039,10.450783999999997,19,12,7,63.2,36.8
RCP03040,28.640808999999997,14,7,7,50.0,50.0
RCP03041,14.938,6,3,3,50.0,50.0
RCP03042,23.08578,9,5,4,55.6,44.4
RCP03043,4.558049999999999,14,5,9,35.7,64.3
RCP03044,14.669324999999997,8,3,5,37.5,62.5
RCP03045,6.039836000000001,11,7,4,63.6,36.4
RCP03046,33.413244999999996,9,6,3,66.7,33.3
RCP03047,14.395466,17,9,8,52.9,47.1
RCP03048,8.66483,9,5,4,55.6,44.4
RCP03049,13.997639,18,6,12,33.3,66.7
RCP03050,60.673725000000005,13,6,7,46.2,53.8
RCP03051,3.4390050000000003,16,11,5,68.8,31.2
RCP03052,9.28581,6,3,3,50.0,50.0
RCP03053,18.18671,14,6,8,42.9,57.1
RCP03054,1.4545299999999999,9,5,4,55.6,44.4
RCP03055,54.136799999999994,14,7,7,50.0,50.0
RCP03056,2.23698,8,5,3,62.5,37.5
RCP03057,21.919350499999993,15,5,10,33.3,66.7
RCP03058,28.883576,7,4,3,57.1,42.9
RCP03059,8.873116499999998,12,5,7,41.7,58.3
RCP03060,6.205957,12,7,5,58.3,41.7
RCP03061,2.33062,7,5,2,71.4,28.6
RCP03062,5.111812,8,6,2,75.0,25.0
RCP03063,21.396779000000002,12,6,6,50.0,50.0
RCP03064,10.197222499999999,16,9,7,56.2,43.8
RCP03065,7.69729,8,3,5,37.5,62.5
RCP03066,23.5069,8,5,3,62.5,37.5
RCP03067,7.2855025,14,7,7,50.0,50.0
RCP03068,1.86286,9,6,3,66.7,33.3
RCP03069,3.19596,6,3,3,50.0,50.0
RCP03070,10.997615,8,4,4,50.0,50.0
RCP03071,15.613989999999998,8,4,4,50.0,50.0
RCP03072,1.8288555,6,4,2,66.7,33.3
RCP03073,23.067814499999997,17,7,10,41.2,58.8
RCP03074,22.705840000000002,9,6,3,66.7,33.3
RCP03075,5.732154,10,5,5,50.0,50.0
RCP03076,28.696935999999997,17,7,10,41.2,58.8
RCP03077,26.691335,13,8,5,61.5,38.5
RCP03078,9.97546,9,5,4,55.6,44.4
RCP03079,20.864209999999996,13,6,7,46.2,53.8
RCP03080,3.5690299999999997,9,5,4,55.6,44.4
RCP03081,12.52483,13,7,6,53.8,46.2
RCP03082,11.592668,10,6,4,60.0,40.0
RCP03083,5.357863,6,3,3,50.0,50.0
RCP03084,6.2635499999999995,7,5,2,71.4,28.6
RCP03085,1.629565,8,6,2,75.0,25.0
RCP03086,43.07302949999999,14,6,8,42.9,57.1
RCP03087,26.076775999999995,16,8,8,50.0,50.0
RCP03088,11.722378999999997,12,6,6,50.0,50.0
RCP03089,27.725679999999997,7,4,3,57.1,42.9
RCP03090,1.40322,5,3,2,60.0,40.0
RCP03091,16.330246999999996,6,3,3,50.0,50.0
RCP03092,7.34127,15,7,8,46.7,53.3
RCP03093,16.68657,6,3,3,50.0,50.0
RCP03094,51.55718,10,6,4,60.0,40.0
RCP03095,9.844019999999997,5,3,2,60.0,40.0
RCP03096,2.9398,10,6,4,60.0,40.0
RCP03097,2.8896,7,4,3,57.1,42.9
RCP03098,6.953670000000001,7,3,4,42.9,57.1
RCP03099,19.672662,18,14,4,77.8,22.2
RCP03100,20.225925,13,7,6,53.8,46.2
RCP03101,11.72582,13,7,6,53.8,46.2
RCP03102,10.285625,13,8,5,61.5,38.5
RCP03103,15.720361000000002,19,10,9,52.6,47.4
RCP03104,7.17237,5,3,2,60.0,40.0
RCP03105,3.022021,14,11,3,78.6,21.4
RCP03106,51.164053,12,6,6,50.0,50.0
RCP03107,5.312465,19,10,9,52.6,47.4
RCP03108,51.125245,7,3,4,42.9,57.1
RCP03109,19.025229999999997,7,4,3,57.1,42.9
RCP03110,10.80516,16,4,12,25.0,75.0
RCP03111,7.35368,6,3,3,50.0,50.0
RCP03112,4.829947499999999,15,6,9,40.0,60.0
RCP03113,2.06341,8,3,5,37.5,62.5
RCP03114,10.146721500000002,14,7,7,50.0,50.0
RCP03115,21.060993999999997,8,4,4,50.0,50.0
RCP03116,3.5346,5,2,3,40.0,60.0
RCP03117,3.7279415,8,4,4,50.0,50.0
RCP03118,28.804380000000002,11,5,6,45.5,54.5
RCP03119,3.1297885,8,4,4,50.0,50.0
RCP03120,3.5189545,15,8,7,53.3,46.7
RCP03121,6.83727,5,3,2,60.0,40.0
RCP03122,1.21415,8,4,4,50.0,50.0
RCP03123,4.519828,14,8,6,57.1,42.9
RCP03124,18.327116,18,8,10,44.4,55.6
RCP03125,1.67022,10,6,4,60.0,40.0
RCP03126,4.9691955,5,3,2,60.0,40.0
RCP03127,1.872126,9,4,5,44.4,55.6
RCP03128,35.018451,13,5,8,38.5,61.5
RCP03129,3.2162529999999996,17,13,4,76.5,23.5
RCP03130,21.42642,9,5,4,55.6,44.4
RCP03131,3.2658655000000003,16,12,4,75.0,25.0
RCP03132,6.675523,12,4,8,33.3,66.7
RCP03133,6.6715355,9,5,4,55.6,44.4
RCP03134,6.976271499999999,13,4,9,30.8,69.2
RCP03135,12.135101999999998,19,11,8,57.9,42.1
RCP03136,10.268679999999998,12,6,6,50.0,50.0
RCP03137,0.9105300000000001,7,4,3,57.1,42.9
RCP03138,1.41001,6,3,3,50.0,50.0
RCP03139,18.902784999999998,5,2,3,40.0,60.0
RCP03140,18.70826,10,6,4,60.0,40.0
RCP03141,12.348773999999999,15,9,6,60.0,40.0
RCP03142,35.82303849999999,14,5,9,35.7,64.3
RCP03143,7.9415945,11,3,8,27.3,72.7
RCP03144,9.10566,6,3,3,50.0,50.0
RCP03145,4.7784685,14,10,4,71.4,28.6
RCP03146,11.31529,6,4,2,66.7,33.3
RCP03147,38.995864999999995,9,4,5,44.4,55.6
RCP03148,58.206570000000006,7,4,3,57.1,42.9
RCP03149,27.302140499999997,8,4,4,50.0,50.0
RCP03150,60.4424885,11,7,4,63.6,36.4
RCP03151,15.984409999999999,5,3,2,60.0,40.0
RCP03152,8.11618,13,7,6,53.8,46.2
RCP03153,4.95094,9,4,5,44.4,55.6
RCP03154,6.0531999999999995,11,4,7,36.4,63.6
RCP03155,2.72981,9,4,5,44.4,55.6
RCP03156,1.11285,8,4,4,50.0,50.0
RCP03157,4.5978900000000005,17,10,7,58.8,41.2
RCP03158,9.766488,14,9,5,64.3,35.7
RCP03159,27.17787,17,10,7,58.8,41.2
RCP03160,11.831949999999997,5,2,3,40.0,60.0
RCP03161,0.88317,7,4,3,57.1,42.9
RCP03162,1.7193900000000002,8,3,5,37.5,62.5
RCP03163,1.50615,5,3,2,60.0,40.0
RCP03164,4.78609,8,3,5,37.5,62.5
RCP03165,31.913075,8,4,4,50.0,50.0
RCP03166,20.7544365,16,5,11,31.2,68.8
RCP03167,15.42363,5,3,2,60.0,40.0
RCP03168,3.6439225000000004,12,7,5,58.3,41.7
RCP03169,12.928794,19,11,8,57.9,42.1
RCP03170,7.864599999999999,6,3,3,50.0,50.0
RCP03171,1.662166,10,7,3,70.0,30.0
RCP03172,60.33757,8,4,4,50.0,50.0
RCP03173,14.930238499999998,14,8,6,57.1,42.9
RCP03174,6.48585,13,9,4,69.2,30.8
RCP03175,17.612595,8,3,5,37.5,62.5
RCP03176,1.8682999999999998,7,4,3,57.1,42.9
RCP03177,18.499413999999998,19,10,9,52.6,47.4
RCP03178,16.748647000000002,13,8,5,61.5,38.5
RCP03179,20.5843545,14,8,6,57.1,42.9
RCP03180,13.953154999999999,7,3,4,42.9,57.1
RCP03181,58.233450000000005,8,4,4,50.0,50.0
RCP03182,6.23446,8,3,5,37.5,62.5
RCP03183,22.210129499999997,9,5,4,55.6,44.4
RCP03184,1.264236,9,6,3,66.7,33.3
RCP03185,7.7190699999999985,7,2,5,28.6,71.4
RCP03186,39.15314,8,3,5,37.5,62.5
RCP03187,5.006666,6,2,4,33.3,66.7
RCP03188,3.629516,17,12,5,70.6,29.4
RCP03189,21.930664999999998,10,4,6,40.0,60.0
RCP03190,2.0818499999999998,5,2,3,40.0,60.0
RCP03191,22.087899999999998,14,9,5,64.3,35.7
RCP03192,24.8662,17,9,8,52.9,47.1
RCP03193,5.4999075,14,10,4,71.4,28.6
RCP03194,52.73351,11,5,6,45.5,54.5
RCP03195,32.29272099999999,17,8,9,47.1,52.9
RCP03196,7.648475,14,6,8,42.9,57.1
RCP03197,37.773276,12,8,4,66.7,33.3
RCP03198,11.477919999999997,11,8,3,72.7,27.3
RCP03199,1.9046100000000001,5,3,2,60.0,40.0
